real,pred
"[0.0, 0.0, 0.0, 0.0010274235069, 0.0179559526405308, 0.0569766608700395, 0.1116857176568418, 0.1610564640755622, 0.1827507848984538, 0.1760170690121041, 0.1520581586383647, 0.0976520588708524, 0.035613669286916, 0.0051231939697103, 0.0020828465737239, 0.0]","[0.0006112331757321954, 0.0016112251905724406, 0.005412306170910597, 0.017316002398729324, 0.04672993719577789, 0.08709152787923813, 0.12721101939678192, 0.14686790108680725, 0.14812549948692322, 0.13940024375915527, 0.1271122694015503, 0.08846873790025711, 0.04301200434565544, 0.013929671607911587, 0.004661201033741236, 0.0024392453487962484]"
"[0.0, 0.0, 0.0024132964889211, 0.0136031577586311, 0.0422116131596223, 0.0816475045031525, 0.1233133080137592, 0.1581169992614466, 0.1720713833097343, 0.1599800362748663, 0.1299323597057886, 0.0785719892091339, 0.0290007728891194, 0.0061909320590383, 0.0029466473667859, 0.0]","[0.0006935406709089875, 0.0017554621445015073, 0.005417981650680304, 0.016513710841536522, 0.04365186393260956, 0.08199017494916916, 0.1220037192106247, 0.14532822370529175, 0.15068049728870392, 0.14469653367996216, 0.13024453818798065, 0.09187503159046173, 0.044122107326984406, 0.01397863682359457, 0.004646264482289553, 0.0024016848765313625]"
"[0.0022381005136402, 0.0058462344616472, 0.0173980879352598, 0.0433253178608414, 0.0818171078999259, 0.1155196179234649, 0.1388974956319279, 0.1514395202612714, 0.1486508238364654, 0.1269467250057454, 0.0926537079340014, 0.0502996161137972, 0.0166969648660336, 0.0042050658355705, 0.0031155947679334, 0.0009500191524735]","[0.002556100022047758, 0.006712881848216057, 0.01767151989042759, 0.03948155418038368, 0.07311326265335083, 0.10376795381307602, 0.1291602998971939, 0.14196264743804932, 0.1436614990234375, 0.12880557775497437, 0.10662510991096497, 0.06665880978107452, 0.027305353432893753, 0.008104775100946426, 0.0027924724854528904, 0.0016201605321839452]"
"[0.006900537181, 0.0207981307936191, 0.0473055420059751, 0.0832922409154364, 0.1197621772448917, 0.1403597732886943, 0.1469032910994532, 0.1392566706211884, 0.1183196335445908, 0.0863992764768727, 0.0526420736724774, 0.0235111349421574, 0.0055828589266697, 0.001487482265988, 0.0034224413141087, 0.0040567357068764]","[0.006558225490152836, 0.017815446481108665, 0.0410250648856163, 0.07395100593566895, 0.10616081207990646, 0.12403339147567749, 0.13603423535823822, 0.13694129884243011, 0.12637116014957428, 0.10217533260583878, 0.07067930698394775, 0.03806281462311745, 0.01337169948965311, 0.004031602758914232, 0.0016421547625213861, 0.0011464131530374289]"
"[0.017189381128083, 0.0485126280697462, 0.0882184167253916, 0.1201688641667677, 0.1427247223754197, 0.1474260005105617, 0.13884509273369, 0.1176488675146409, 0.0879973411281762, 0.0523939260053062, 0.0225697853012053, 0.006170138021302, 0.0007569909232256, 0.0009269866532487, 0.0031715290972012, 0.0052793296460335]","[0.019920572638511658, 0.049686890095472336, 0.09067515283823013, 0.12531940639019012, 0.1408684104681015, 0.1397121101617813, 0.134565532207489, 0.11830651760101318, 0.08961661905050278, 0.051658909767866135, 0.023513322696089745, 0.009977770037949085, 0.003217188874259591, 0.0012653081212192774, 0.0008483947603963315, 0.0008478835225105286]"
"[0.0423484673084043, 0.0895511826703038, 0.1301722384648674, 0.1429983715721166, 0.145638877268645, 0.1353415484147268, 0.1154295394974947, 0.0913030652762345, 0.0638726274284764, 0.0312796713973289, 0.0077166799598594, 0.0007395589200099, 0.0, 0.0, 0.0009888866684627, 0.002619285153069]","[0.04118245095014572, 0.08531416207551956, 0.1297382116317749, 0.1495610922574997, 0.1500476896762848, 0.1390155702829361, 0.12312350422143936, 0.09376488626003265, 0.054278627038002014, 0.021687842905521393, 0.006560646463185549, 0.0024918746203184128, 0.0009408098412677646, 0.0005781319341622293, 0.0007187266601249576, 0.0009957930305972695]"
"[0.0805186018294968, 0.1323713499035986, 0.1633213180257135, 0.1533045441101617, 0.1365196747775885, 0.115471631476922, 0.0912034806487014, 0.065519325577633, 0.0405201830409111, 0.0162483247050057, 0.0019756996108389, 0.0, 0.0, 0.0, 0.0008292949965037, 0.0021965712969245]","[0.06864985078573227, 0.11742191016674042, 0.15303896367549896, 0.15699730813503265, 0.14596766233444214, 0.1311134397983551, 0.10796421766281128, 0.07070452719926834, 0.031169898808002472, 0.009785912930965424, 0.0025095681194216013, 0.0010135028278455138, 0.0005256381700746715, 0.0004685973690357059, 0.0009665144025348127, 0.0017025795532390475]"
"[0.1209481721068688, 0.1658206085541936, 0.1820338273180652, 0.1562515927867294, 0.127566431766734, 0.1002332731024162, 0.0730507742292657, 0.043941211013658, 0.0200071275394193, 0.0053717118061282, 0.0, 0.0, 0.0, 0.0, 0.0013087515932958, 0.0034665181832254]","[0.10761429369449615, 0.15292590856552124, 0.17552627623081207, 0.1641429364681244, 0.139005646109581, 0.11526845395565033, 0.0813639909029007, 0.04132775962352753, 0.012607533484697342, 0.003222536528483033, 0.0007927711121737957, 0.00039575231494382024, 0.0003404579183552414, 0.0004775789857376367, 0.0015795542858541012, 0.0034085819497704506]"
"[0.1610164388392589, 0.1941370219293685, 0.1945901815744317, 0.1567837393526491, 0.1175971349306275, 0.0820649963883974, 0.0512778232705755, 0.0234485751026208, 0.0058043723137864, 0.0004821617895721, 0.0, 0.0, 0.0, 0.0, 0.0035074080915629, 0.0092901464171486]","[0.1464904248714447, 0.18058238923549652, 0.18950490653514862, 0.1630159616470337, 0.12598706781864166, 0.09455633163452148, 0.057826653122901917, 0.024155408143997192, 0.006132482085376978, 0.0016121106455102563, 0.0004734864050988108, 0.0002978333504870534, 0.0003601278876885772, 0.000612207455560565, 0.0024393992498517036, 0.005953262094408274]"
"[0.184888265630765, 0.2090668764475311, 0.1996277000809422, 0.1559902852784977, 0.1107635257164646, 0.0676631992853645, 0.0336313277018264, 0.0110733463411695, 0.0011050621706315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0071779698704641, 0.0190124414763431]","[0.17229633033275604, 0.20175492763519287, 0.20244497060775757, 0.16650675237178802, 0.11761101335287094, 0.07538889348506927, 0.03608313947916031, 0.012009148485958576, 0.0022725744638592005, 0.0005996727850288153, 0.00019135043839924037, 0.00014462522813118994, 0.00026120254187844694, 0.000590654497500509, 0.003149172058328986, 0.008695561438798904]"
"[0.1779189431630299, 0.2056485905382486, 0.2016656084008115, 0.1618358068344869, 0.1165622970882115, 0.0698279171215894, 0.0316967337505595, 0.0082314858837472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003084258238727, 0.0074937656432814, 0.018810425752161]","[0.17415988445281982, 0.20754759013652802, 0.21237291395664215, 0.17523911595344543, 0.11747167259454727, 0.06578706949949265, 0.024474842473864555, 0.006650182418525219, 0.0009924692567437887, 0.0002526743628550321, 8.214267290895805e-05, 6.853995728306472e-05, 0.00017116199887823313, 0.0005153411184437573, 0.0036743783857673407, 0.01054004393517971]"
"[0.1507464731397119, 0.1903568520265197, 0.2016306528188197, 0.1716885896171508, 0.131790649758702, 0.0859310703833174, 0.0423713700283908, 0.0113327272071111, 0.0001572977322629, 0.0, 0.0, 0.0, 0.0, 0.0004892097460092, 0.0041527639818999, 0.0093523435601038]","[0.1659904420375824, 0.20599684119224548, 0.21693828701972961, 0.1805635243654251, 0.12032879143953323, 0.06602446734905243, 0.023073984310030937, 0.005974660627543926, 0.000794094055891037, 0.00019057001918554306, 5.995493847876787e-05, 4.8593476094538346e-05, 0.0001280510623473674, 0.0004428397514857352, 0.003509519388899207, 0.009935358539223671]"
"[0.1273578451078, 0.1735004982978216, 0.1977769576695763, 0.1783313850745325, 0.1436473480627527, 0.100201948330769, 0.054701358993048, 0.0171160835665814, 0.0014597896693705, 0.0, 0.0, 0.0, 0.0, 0.0002974013111431, 0.0018117950269325, 0.003797588889672]","[0.145532488822937, 0.18912182748317719, 0.21050718426704407, 0.183329775929451, 0.13321886956691742, 0.0815233364701271, 0.03480477258563042, 0.00968735571950674, 0.0013732288498431444, 0.00028127976111136377, 7.168985030148178e-05, 5.1387589337537065e-05, 0.00010858996392926201, 0.0003620877396315336, 0.002713835332542658, 0.007312302011996508]"
"[0.112863551194326, 0.1568570585061159, 0.1864358096870038, 0.1766269410611605, 0.1488104961421762, 0.1111942354229477, 0.069792251610205, 0.0287814193281448, 0.0056533103958032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008180747255445, 0.0021668519265719]","[0.12513697147369385, 0.17422397434711456, 0.19633805751800537, 0.18242163956165314, 0.14207834005355835, 0.09978896379470825, 0.05169982463121414, 0.016708344221115112, 0.0027010077610611916, 0.0005330641870386899, 0.00011529305629665032, 7.573790935566649e-05, 0.00012399126717355102, 0.0003434891114011407, 0.0021344521082937717, 0.00557680381461978]"
"[0.0964284910523929, 0.1370864813522475, 0.1705071242302604, 0.1700585276094754, 0.1500259992089977, 0.1205634005505272, 0.0872143890122447, 0.0473691506084067, 0.0164332312097384, 0.0025003859690122, 0.0, 0.0, 0.0004968368538462, 0.000819145489004, 0.0004968368538462, 0.0]","[0.12470515817403793, 0.16723665595054626, 0.1798919290304184, 0.16355569660663605, 0.13308651745319366, 0.10699252039194107, 0.07261752337217331, 0.03366689011454582, 0.009272880852222443, 0.002304010558873415, 0.0005623178440146148, 0.0002893374767154455, 0.00026538013480603695, 0.00040313220233656466, 0.0015253667952492833, 0.0036246967501938343]"
"[0.0712359811791441, 0.1175997696884103, 0.1584082124683941, 0.1648313647872703, 0.1527849201965242, 0.1306873021335473, 0.1021135524852094, 0.0634602342378148, 0.0280480674766901, 0.006556402752616, 0.0, 0.0, 0.0008843813134169, 0.0014580982828401, 0.001171422061943, 0.0007602909361788]","[0.09711209684610367, 0.14490605890750885, 0.17057639360427856, 0.16158746182918549, 0.13936705887317657, 0.11870250105857849, 0.08936232328414917, 0.049253515899181366, 0.01795717142522335, 0.005103836301714182, 0.0012401618296280503, 0.0005668504163622856, 0.0003622417862061411, 0.00043001282028853893, 0.0011592069640755653, 0.0023131321649998426]"
"[0.0506265153192829, 0.1050011125452673, 0.1533142972506627, 0.1632139982107927, 0.1551997598015945, 0.137104481092461, 0.1099879768996814, 0.0732233305685357, 0.0374238107857968, 0.0109512277662526, 0.0, 0.0, 0.0005756512226061, 0.0009490884152152, 0.0010835274789058, 0.0013452226429446]","[0.07213398069143295, 0.12120500206947327, 0.15708601474761963, 0.15623676776885986, 0.13841107487678528, 0.12605935335159302, 0.10269685089588165, 0.06824742257595062, 0.03388958424329758, 0.012671745382249355, 0.004142578691244125, 0.001889908453449607, 0.0009457606938667595, 0.0007345140329562128, 0.0013549437280744314, 0.002294454723596573]"
"[0.038422819324447, 0.0925781513111177, 0.1428601530985893, 0.156754791305006, 0.1529813645702256, 0.1402165109881929, 0.1169471401588042, 0.0831106745845926, 0.0487132170044995, 0.020554641667168, 0.0046865533756977, 0.0010556613631098, 0.0, 0.0, 0.0003064967602567, 0.0008118244882927]","[0.05503309518098831, 0.10458211600780487, 0.14558197557926178, 0.1564529985189438, 0.14425791800022125, 0.13496418297290802, 0.1129956915974617, 0.07774575799703598, 0.0409671813249588, 0.015264401212334633, 0.005008492153137922, 0.002225354313850403, 0.0009917665738612413, 0.0007288994966074824, 0.0012121053878217936, 0.0019880887120962143]"
"[0.0281839406634421, 0.0725178162087331, 0.1191008368006979, 0.1400773563251677, 0.1441973362439927, 0.1389384526954137, 0.1232989530497862, 0.0973100419576147, 0.0677267725318224, 0.0408956696871687, 0.0197220308693652, 0.007216521910072, 0.000814271056723, 0.0, 0.0, 0.0]","[0.049948398023843765, 0.09834028035402298, 0.1442439705133438, 0.1593428999185562, 0.14988574385643005, 0.14016810059547424, 0.11838575452566147, 0.07780172675848007, 0.04055766016244888, 0.012999176979064941, 0.0035324508789926767, 0.00136332877445966, 0.0005981409340165555, 0.00047445757081732154, 0.0008829367579892278, 0.0014750000555068254]"
"[0.0203753458401171, 0.0563103873485452, 0.0965312985490327, 0.1216800391969653, 0.135308349615261, 0.1362502866122064, 0.1260578615159854, 0.1082874941686473, 0.0848563236616387, 0.0606195375533435, 0.0361551874970177, 0.0155189790377147, 0.0020489094035243, 0.0, 0.0, 0.0]","[0.04542115330696106, 0.09129553288221359, 0.13690610229969025, 0.1527675837278366, 0.14860239624977112, 0.14241433143615723, 0.12503841519355774, 0.08757908642292023, 0.04644550383090973, 0.015284094959497452, 0.0040628258138895035, 0.0013961403165012598, 0.000553433143068105, 0.00041403883369639516, 0.0006993385613895953, 0.0011200690641999245]"
"[0.0180052566660544, 0.0470404705730571, 0.0787508905781833, 0.1027858223694864, 0.1235873080236435, 0.1309188148885502, 0.1267130659009729, 0.1170834843949645, 0.0994398141679119, 0.0758878922920845, 0.0499048719249838, 0.0248266103836366, 0.0050556978364705, 0.0, 0.0, 0.0]","[0.026573503389954567, 0.05973668023943901, 0.10005103796720505, 0.1265483945608139, 0.1358753740787506, 0.13769803941249847, 0.13661015033721924, 0.11604510247707367, 0.08402472734451294, 0.043867580592632294, 0.019083088263869286, 0.00783273670822382, 0.002615255769342184, 0.0011813760502263904, 0.0010177864460274577, 0.0012391970958560705]"
"[0.0140557893685429, 0.0410745080105815, 0.0729584347385114, 0.0970068607584277, 0.1166871277908627, 0.1261210369459486, 0.1264714788994067, 0.1193955913639087, 0.1044099920517788, 0.0836251689547438, 0.0587948761131181, 0.0311098673290904, 0.0076034753366963, 0.0, 0.000187954159143, 0.0004978381792388]","[0.027643397450447083, 0.062069639563560486, 0.1038762554526329, 0.12899383902549744, 0.13695403933525085, 0.13734965026378632, 0.13353803753852844, 0.11681149154901505, 0.08166690915822983, 0.041884005069732666, 0.01736697554588318, 0.006717842072248459, 0.0021965703926980495, 0.0010287717450410128, 0.000875472673214972, 0.0010271565988659859]"
"[0.01332797435012, 0.0430499936149994, 0.0805177305647641, 0.1056016053650141, 0.1194579193819134, 0.1260606942362922, 0.1263738645409078, 0.117035104287463, 0.0998434715773821, 0.0790251573809621, 0.0543361823849568, 0.0276653974781222, 0.0066338331339617, 0.0, 0.0002935471425953, 0.0007775245605454]","[0.02977200224995613, 0.0636482760310173, 0.10159021615982056, 0.12246271967887878, 0.13095475733280182, 0.13269956409931183, 0.12988398969173431, 0.11503251641988754, 0.08584416657686234, 0.04893273487687111, 0.022894013673067093, 0.009514841251075268, 0.0031758404802531004, 0.0013590578455477953, 0.0010520830983296037, 0.0011832272866740823]"
"[0.0228910392374901, 0.0581032026662932, 0.095848591906957, 0.1161285228879043, 0.1266178167484886, 0.1289545190565297, 0.1254738685575581, 0.1112799837964038, 0.0889745620324561, 0.0632042129403768, 0.0375575460454192, 0.0164862382325114, 0.0042952867394308, 0.0020362938308701, 0.0015462348892697, 0.0006020804320403]","[0.029158633202314377, 0.06506524235010147, 0.1052272692322731, 0.1289326399564743, 0.135041743516922, 0.13516946136951447, 0.1286425143480301, 0.11165708303451538, 0.07976219058036804, 0.04481770843267441, 0.020909983664751053, 0.008850784040987492, 0.003114574123173952, 0.0013713364023715258, 0.0010780903976410627, 0.0012007220648229122]"
"[0.0540739933388842, 0.0915338507479285, 0.1191589593638548, 0.1248329676889033, 0.1287510943956372, 0.1242953293557717, 0.1160009120193131, 0.0981030542692278, 0.0711060887145524, 0.04010041985099, 0.0174122369729935, 0.005798550916378, 0.0026192389449024, 0.0032805911535224, 0.0023462721279736, 0.0005864401391661]","[0.03639338165521622, 0.07802291959524155, 0.12122233957052231, 0.1394536942243576, 0.1388070285320282, 0.13271759450435638, 0.12239718437194824, 0.09873811155557632, 0.06730375438928604, 0.03467892110347748, 0.01575949229300022, 0.007007712963968515, 0.0029218217823654413, 0.0014802187215536833, 0.0014077299274504185, 0.001688086660578847]"
"[0.0811074916188248, 0.1173246500690055, 0.1371947994426089, 0.1329862590836156, 0.1304558617215171, 0.1196641129348952, 0.1054635862143801, 0.0837087811500839, 0.0543314368599029, 0.0239211045861879, 0.0066970376427852, 0.0018686457433571, 0.0011666816454983, 0.001893419354286, 0.0014976428580189, 0.0007184890750318]","[0.06051814928650856, 0.10956874489784241, 0.14952239394187927, 0.15241198241710663, 0.14055736362934113, 0.12860453128814697, 0.10814916342496872, 0.07692981511354446, 0.041778236627578735, 0.016943704336881638, 0.00616424111649394, 0.0027929851785302162, 0.0014352444559335709, 0.0010303210001438856, 0.001463347696699202, 0.002129765460267663]"
"[0.0832051997608722, 0.1196975252578964, 0.1398487381141969, 0.1377402187265868, 0.1367382433485145, 0.1250576670251897, 0.1059533956675197, 0.0809379475851467, 0.049767630465941, 0.0185853172157416, 0.0019902749605863, 0.0, 0.0, 0.0, 0.0001309614619358, 0.0003468804098715]","[0.09775008261203766, 0.14501208066940308, 0.1713729351758957, 0.16193026304244995, 0.1385205239057541, 0.12084904313087463, 0.08730635046958923, 0.04891766235232353, 0.017176570370793343, 0.0047266799956560135, 0.0011727761011570692, 0.0005269641987979412, 0.00039720407221466303, 0.000489553902298212, 0.0012931011151522398, 0.0025582071393728256]"
"[0.0632428802295052, 0.1050861511379998, 0.1347378136875644, 0.1424152542018716, 0.1470724033032175, 0.1366396157829222, 0.1144315603135988, 0.0847361759684349, 0.0504627151618107, 0.0187627111667141, 0.002256225280142, 0.0, 0.0, 0.0, 4.289003039910336e-05, 0.000113603735819]","[0.1052313968539238, 0.15210320055484772, 0.179617241024971, 0.16916686296463013, 0.14290381968021393, 0.11816643923521042, 0.07928167283535004, 0.03659779950976372, 0.009539195336401463, 0.0020110663026571274, 0.0003935895801987499, 0.00018139115127269179, 0.00017982360441237688, 0.0003280043019913137, 0.0012910894583910704, 0.0030074575915932655]"
"[0.0512322960828527, 0.100420226901549, 0.1413892370998717, 0.1560423874366883, 0.1593226033605594, 0.1440422791877865, 0.115735671505704, 0.0779142912155905, 0.0399474738558583, 0.0123267048802057, 0.0013687592921301, 0.0, 0.0, 0.0, 7.072866411465742e-05, 0.0001873405170886]","[0.09919596463441849, 0.14790372550487518, 0.18178707361221313, 0.175751730799675, 0.14934982359409332, 0.12058380246162415, 0.0796026960015297, 0.03323600813746452, 0.006928346585482359, 0.0011117777321487665, 0.00016800659068394452, 7.282789738383144e-05, 8.433750190306455e-05, 0.0002064505242742598, 0.001133451471105218, 0.002883968409150839]"
"[0.0498961493206895, 0.1125112347322666, 0.1644754125660921, 0.1782014866787425, 0.1712266937890256, 0.1435473131324076, 0.1025480130315735, 0.0552751319217806, 0.0192020608443463, 0.0029443111880473, 0.0, 0.0, 0.0, 0.0, 4.719264154557508e-05, 0.0001250001534822]","[0.08670882135629654, 0.1356135606765747, 0.17082083225250244, 0.16891694068908691, 0.14864887297153473, 0.1280309557914734, 0.09591574221849442, 0.04700709879398346, 0.012400761246681213, 0.002239637542515993, 0.0003489667142275721, 0.00013308363850228488, 0.00010821211617439985, 0.00020412453159224242, 0.0008513409411534667, 0.0020510891918092966]"
"[0.073944266326646, 0.1425441558519344, 0.1915240838868591, 0.1907343164316801, 0.166146173887323, 0.1227622988562447, 0.0716918915339004, 0.0276787741791979, 0.005085194626325, 2.972849523120756e-05, 0.0, 0.0, 0.0, 0.0, 0.0021539370485128, 0.0057051788761449]","[0.08992116153240204, 0.14466409385204315, 0.18397216498851776, 0.1822761595249176, 0.1543119251728058, 0.12327226251363754, 0.07974129170179367, 0.03129282966256142, 0.005631462670862675, 0.0007671808707527816, 9.351110202260315e-05, 3.79778393835295e-05, 4.93358529638499e-05, 0.00015407877799589187, 0.0010659766849130392, 0.002748547587543726]"
"[0.1218172962359722, 0.1778981370923282, 0.2061842414219006, 0.1850625960880249, 0.1463907049890607, 0.0929408727438645, 0.0413862675379323, 0.0090683865276648, 0.0001798494581874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0052269402045622, 0.0138447077005017]","[0.11712829023599625, 0.172819122672081, 0.20613479614257812, 0.18961679935455322, 0.14489929378032684, 0.09771019220352173, 0.047748565673828125, 0.014381766319274902, 0.0018241709331050515, 0.00025308335898444057, 3.650078360806219e-05, 2.0044564735144377e-05, 4.508405982051045e-05, 0.00020825256069656461, 0.001983348745852709, 0.005190692842006683]"
"[0.1714254853143017, 0.2089376829729485, 0.2129932230207728, 0.1738866130683646, 0.1234615971449566, 0.0656473920905704, 0.022207749519926, 0.0028899201725572, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0050840651612838, 0.0134662715343179]","[0.15042315423488617, 0.1978645771741867, 0.2136395424604416, 0.18118126690387726, 0.12829884886741638, 0.07692863047122955, 0.030673855915665627, 0.007785511203110218, 0.0009228842682205141, 0.00015330090536735952, 3.0501789296977222e-05, 2.1542855392908677e-05, 6.349175964714959e-05, 0.00029752327827736735, 0.00306908693164587, 0.008646233938634396]"
"[0.201234780949421, 0.2322626745819951, 0.2233622416948216, 0.1706679361999016, 0.1078375129060083, 0.045977839559835, 0.0103418050990883, 0.0008061394565426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0020580003226569, 0.0054510692297291]","[0.2000226229429245, 0.23231863975524902, 0.22566689550876617, 0.16762220859527588, 0.09749582409858704, 0.04261743649840355, 0.011144655756652355, 0.0023354620207101107, 0.00026787607930600643, 7.015382288955152e-05, 2.2906613594386727e-05, 2.2852871552458964e-05, 9.143276110989973e-05, 0.00043142540380358696, 0.004917137790471315, 0.014952531084418297]"
"[0.1794023393185062, 0.2219451730219692, 0.225000573577132, 0.1769041971257276, 0.115770092871046, 0.05677501876738, 0.0197889957811363, 0.0044136095371025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.20984528958797455, 0.23791471123695374, 0.22527718544006348, 0.16428327560424805, 0.09173408895730972, 0.037445228546857834, 0.00933910347521305, 0.0019486595410853624, 0.00023818323097657412, 7.324266334762797e-05, 2.8975369787076488e-05, 3.176082100253552e-05, 0.00011623133468674496, 0.0004955733311362565, 0.005006670020520687, 0.016221772879362106]"
"[0.1171792239524855, 0.1770006039201581, 0.2073456864649189, 0.183843759620773, 0.1437956119696497, 0.0965612144544248, 0.0509917600399117, 0.0163388371385274, 0.0018030779799322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014087742192025, 0.0037314502400157]","[0.18411539494991302, 0.2257048636674881, 0.22985893487930298, 0.17773178219795227, 0.10401994735002518, 0.04538862407207489, 0.012042979709804058, 0.002500703325495124, 0.0002927788009401411, 7.742256275378168e-05, 2.8404292606865056e-05, 2.8890857720398344e-05, 0.00010722254228312522, 0.00045474572107195854, 0.00445266580209136, 0.013194688595831394]"
"[0.0607251549153422, 0.1257097202978863, 0.1758489760887784, 0.1793293071103184, 0.1618926618662333, 0.1307796796737547, 0.088341105985972, 0.0440933205937134, 0.0157691161320899, 0.0042802438569579, 0.0007862607375597, 0.0, 0.0, 0.0, 0.003410633977806, 0.0090338187635874]","[0.14225012063980103, 0.19276417791843414, 0.21665701270103455, 0.18585912883281708, 0.13466626405715942, 0.07613104581832886, 0.031001053750514984, 0.007639967370778322, 0.0009576284210197628, 0.00018078723223879933, 4.4224918383406475e-05, 3.426176044740714e-05, 9.163345384877175e-05, 0.0003592206339817494, 0.003027785336598754, 0.008335761725902557]"
"[0.0255708000952983, 0.0761445234930498, 0.1301109022796812, 0.1550756616609079, 0.1575727449725055, 0.1444476492846264, 0.1186580720671548, 0.0841164754660454, 0.050314404533198, 0.0243864034838715, 0.0090656677288166, 0.002709393661897, 0.0004724511617356, 0.0029020214164179, 0.0073594662105071, 0.0110933624842863]","[0.08508487045764923, 0.14232812821865082, 0.18887025117874146, 0.18534761667251587, 0.15956199169158936, 0.12458304315805435, 0.07546693831682205, 0.02672198973596096, 0.005145533941686153, 0.0008692939882166684, 0.00015117226575966924, 8.08067197795026e-05, 0.00010907871910603717, 0.00029681791784241796, 0.0015994467539712787, 0.0037830013316124678]"
"[0.0098407258493531, 0.0379253274891091, 0.0828901067494163, 0.1194619934834469, 0.1396523892329417, 0.1443515411788578, 0.136812655035064, 0.1170555581723965, 0.088387410877377, 0.0564560976423977, 0.0298228202549409, 0.0129786960049638, 0.0031825338281249, 0.0050171409808212, 0.0084103339290815, 0.0077546692917068]","[0.05373241379857063, 0.10463924705982208, 0.15481936931610107, 0.1678009182214737, 0.1603676825761795, 0.14210611581802368, 0.11600364744663239, 0.0653216615319252, 0.024297477677464485, 0.005838917568325996, 0.001161199645139277, 0.0004367162473499775, 0.0002675194700714201, 0.0003576768795028329, 0.0009391707717441022, 0.001910270657390356]"
"[0.0021011041365674, 0.0100628579131874, 0.0351472814857904, 0.0686839341043888, 0.1028752460481844, 0.1262586562962331, 0.1362029868590923, 0.1329294941125023, 0.1197112380510103, 0.0969140052223079, 0.0714995518349594, 0.0482994551979751, 0.0251696691445564, 0.0124296980991264, 0.0071725841885398, 0.004542237305578]","[0.030757063999772072, 0.06930717080831528, 0.1163463145494461, 0.1425134688615799, 0.1506190150976181, 0.14722378551959991, 0.1381971389055252, 0.10491655021905899, 0.06247537210583687, 0.023940380662679672, 0.007012559566646814, 0.0025989911518990993, 0.0009915722766891122, 0.0006957346922717988, 0.000945064180996269, 0.0014598378911614418]"
"[0.0, 0.0, 0.006753684565785, 0.0237105965572074, 0.0554184050092766, 0.0892784930407955, 0.1160736431706944, 0.1322988169519911, 0.1372109527091852, 0.1292318162518709, 0.1150752656825619, 0.0933579929800828, 0.0599812266079621, 0.0284778692568677, 0.0096267073998561, 0.0035045298158627]","[0.011555180884897709, 0.0290096215903759, 0.06081084907054901, 0.0950620248913765, 0.1217464730143547, 0.13466285169124603, 0.14205779135227203, 0.1341022551059723, 0.11606377363204956, 0.07637075334787369, 0.043875422328710556, 0.020672408863902092, 0.007309446576982737, 0.0029356572777032852, 0.0019236588850617409, 0.0018417834071442485]"
"[0.0003348860278805, 0.0001264330949371, 0.000590620222874, 0.0048671133999274, 0.0248719523917711, 0.0565590880069815, 0.0908294301654581, 0.1209699567471056, 0.1395547083672145, 0.1425403805086335, 0.1370007696143002, 0.1191861764141549, 0.0842621011324177, 0.0476837892671326, 0.0216824261557993, 0.0089401684834108]","[0.002614678116515279, 0.005410417448729277, 0.012514682486653328, 0.026123322546482086, 0.049671728163957596, 0.07687700539827347, 0.1095714122056961, 0.13097083568572998, 0.14389067888259888, 0.1340644657611847, 0.12326034903526306, 0.09454825520515442, 0.05338844284415245, 0.020993972197175026, 0.009785309433937073, 0.006314458325505257]"
"[0.0005153725118189, 0.0001945740827922, 0.0, 0.0009084946288732, 0.0142243954848644, 0.0413153614228587, 0.0759238926846093, 0.1106076053780707, 0.1364196534815914, 0.1466983346173714, 0.145949909819662, 0.1310328807950614, 0.0970148826535123, 0.0586845192787551, 0.0287141828187969, 0.0117959403413613]","[0.0006810263148508966, 0.0011053220368921757, 0.002267984440550208, 0.005507424473762512, 0.014955813065171242, 0.03365136682987213, 0.06791801750659943, 0.108286052942276, 0.13464626669883728, 0.14866775274276733, 0.15728066861629486, 0.14264795184135437, 0.09987848997116089, 0.04787282273173332, 0.022581709548830986, 0.012051340192556381]"
"[0.0003206911545044, 0.0001210739529492, 0.0, 0.0021680191080368, 0.0146342529854223, 0.0381990795113597, 0.0706319104454472, 0.1067685534171662, 0.1358233495965526, 0.1492340530714625, 0.1506240086362161, 0.1370223065613479, 0.1017924879238531, 0.058507715294148, 0.0253006995623701, 0.0088517987791633]","[0.0004437741299625486, 0.0006428789929486811, 0.0011737619061022997, 0.00273273978382349, 0.00824762787669897, 0.021303510293364525, 0.051685236394405365, 0.0978797972202301, 0.13015489280223846, 0.15222010016441345, 0.16545432806015015, 0.15504580736160278, 0.11395403742790222, 0.05776097625494003, 0.027049560099840164, 0.014250976964831352]"
