real,pred
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0105399014609328, 0.0487088259429426, 0.1180825696122873, 0.1853758687249132, 0.2055498602027286, 0.1842209612697773, 0.1428442843965266, 0.1046777283898913]","[0.006446297746151686, 0.005784337408840656, 0.0021786673460155725, 0.0013149154838174582, 0.0004863378417212516, 0.00020863677491433918, 9.853902884060517e-05, 0.00022658216767013073, 0.0021916942205280066, 0.011860423721373081, 0.0634799599647522, 0.13588503003120422, 0.17821887135505676, 0.18816466629505157, 0.2077816277742386, 0.195673406124115]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0113284145808722, 0.0501163046659621, 0.1207096151403205, 0.1890324232985646, 0.2087845685745554, 0.1840177054944316, 0.1385652142544364, 0.0974457539908568]","[0.0006840373389422894, 0.0004029883712064475, 0.0001560778182465583, 0.0001225588785018772, 0.00010727633343776688, 0.00010924777598120272, 0.00015651722787879407, 0.0006934787379577756, 0.005936037749052048, 0.02521323598921299, 0.0969812348484993, 0.19203825294971466, 0.1699332445859909, 0.19132332503795624, 0.16365176439285278, 0.15249063074588776]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0105976245028102, 0.0496126297288709, 0.1230791990574629, 0.1938684600652097, 0.2123953263305272, 0.1835608709406281, 0.1346783444015853, 0.0922075449729054]","[0.0008347728289663792, 0.0004361523606348783, 0.00016068264085333794, 0.00012278513167984784, 9.98246468952857e-05, 8.729118417249992e-05, 0.0001179091414087452, 0.00045098416740074754, 0.004033294506371021, 0.020591598004102707, 0.08509208261966705, 0.19034801423549652, 0.17410637438297272, 0.19582872092723846, 0.17019237577915192, 0.1574970781803131]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0117258102129168, 0.0534425217967561, 0.1270318957861143, 0.1954525964450807, 0.2106800902569661, 0.1787975482571247, 0.1303311583062861, 0.092538378938755]","[0.00020007237617392093, 0.00010710910282796249, 4.360492675914429e-05, 2.846294410119299e-05, 2.6378202164778486e-05, 3.214183379895985e-05, 9.315949137089774e-05, 0.0006998325698077679, 0.006343051791191101, 0.037996288388967514, 0.10869663953781128, 0.17712026834487915, 0.21054384112358093, 0.184829443693161, 0.1554558277130127, 0.11778388172388077]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014392526967549, 0.0186947403757245, 0.0653135548446451, 0.1350269359878572, 0.194781164066304, 0.2038249073696689, 0.1701401184346194, 0.122909276661212, 0.0878700495632136]","[0.000195554195670411, 0.00011328121036058292, 4.7804347559576854e-05, 3.121832924080081e-05, 3.0811457691015676e-05, 3.9417853258783e-05, 0.00012647041876334697, 0.0009852161165326834, 0.008264831267297268, 0.042607199400663376, 0.11429151892662048, 0.17994287610054016, 0.2117300033569336, 0.18081580102443695, 0.14984585344791412, 0.11093218624591827]"
"[0.0020320020253429, 0.0007671634036471, 0.0, 0.0, 0.0, 0.0, 0.0008463944114293, 0.0077145468393751, 0.0338453062580664, 0.0829366976346597, 0.1434190435064248, 0.1903842526049978, 0.1923761492965572, 0.1570812174689729, 0.1109467415174756, 0.0776504850330507]","[0.0002346972905797884, 0.00014682556502521038, 6.742066761944443e-05, 4.380198515718803e-05, 4.524381074588746e-05, 6.06826797593385e-05, 0.00021353460033424199, 0.0016920354682952166, 0.012038134038448334, 0.051294662058353424, 0.12161685526371002, 0.18421493470668793, 0.20811578631401062, 0.17566408216953278, 0.1419333666563034, 0.1026180163025856]"
"[0.0033682577824439, 0.0012716542958684, 0.0, 0.0, 0.0, 0.0, 0.001402988052058, 0.015423779633403, 0.0509672547812876, 0.1003325854464426, 0.1508439751165426, 0.1873558481799718, 0.1818431285398624, 0.1419564278631027, 0.0969773270980178, 0.0682567732109987]","[0.00021968218788970262, 0.0001451843127142638, 7.616786751896143e-05, 5.497247548191808e-05, 6.762665725545958e-05, 0.00010566080891294405, 0.0004274988023098558, 0.0033238218165934086, 0.019366707652807236, 0.06358104199171066, 0.1323976069688797, 0.18620623648166656, 0.2049955129623413, 0.16794438660144806, 0.12936089932918549, 0.09172694385051727]"
"[0.0022247576094914, 0.0008399364758011, 0.0, 0.0, 0.0, 0.0, 0.0028907667148163, 0.0248417029939773, 0.0683937893306925, 0.1177954834318749, 0.1606000291102533, 0.1879877752745521, 0.1724598503058657, 0.1246640818474525, 0.0798653519542193, 0.0574364749510031]","[0.00021156940783839673, 0.00014860249939374626, 8.879496454028413e-05, 7.748410280328244e-05, 0.0001157690494437702, 0.00021419074619188905, 0.0009418386616744101, 0.0067433989606797695, 0.029978644102811813, 0.07869890332221985, 0.14278694987297058, 0.18885670602321625, 0.1988062709569931, 0.15312467515468597, 0.11828607320785522, 0.08092013001441956]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0020985380735834, 0.0112843816620754, 0.0408022278125954, 0.0868812530684553, 0.1319290787753833, 0.1661074789986229, 0.1836754727293261, 0.1611211004944435, 0.1085491685780179, 0.0633520022845955, 0.0441992975229008]","[0.00019686199084389955, 0.00014913232007529587, 0.00010093030869029462, 0.00010021928756032139, 0.00017600190767552704, 0.000367791362805292, 0.001717069884762168, 0.011172888800501823, 0.04163705185055733, 0.09280847758054733, 0.15102657675743103, 0.19195854663848877, 0.19142501056194305, 0.1433781534433365, 0.10467848181724548, 0.06910687685012817]"
"[0.0, 0.0, 0.0, 0.0, 0.00079660369044, 0.0071906601902005, 0.0244081000802554, 0.0589713963707237, 0.1027850575215136, 0.1393037669279489, 0.1625553188912591, 0.1707990169262992, 0.1455305810737116, 0.0957352020668737, 0.0545439446561865, 0.0373803516045874]","[0.0003989541728515178, 0.00039146648487076163, 0.0003659525827970356, 0.0004534547624643892, 0.0009008552297018468, 0.0019537294283509254, 0.007273256778717041, 0.029394540935754776, 0.06812044233083725, 0.11392167955636978, 0.16236908733844757, 0.18757176399230957, 0.17416411638259888, 0.12290234118700027, 0.08130323886871338, 0.048515163362026215]"
"[0.0, 0.0001613686679499, 0.0017425419678449, 0.0025956891576525, 0.0069920006707058, 0.0206871984481865, 0.0438745565822085, 0.0775084974025273, 0.1150689861452365, 0.1417957969587819, 0.1551737816930007, 0.1547507966249335, 0.125454335622448, 0.0792277912094105, 0.0445186757803413, 0.0304479830687715]","[0.0006052058888599277, 0.0007110911537893116, 0.0008322263602167368, 0.0012042529415339231, 0.0026079099625349045, 0.005600667092949152, 0.016858700662851334, 0.047554489225149155, 0.08664815872907639, 0.12418859452009201, 0.16513876616954803, 0.18036258220672607, 0.16017849743366241, 0.10692395269870758, 0.06487110257148743, 0.03571367263793945]"
"[0.0002316306871294, 0.0007713605975949, 0.005341371040113, 0.0085270708872308, 0.0197977422602837, 0.0427877030287973, 0.0712641167712145, 0.1005786643640968, 0.1275536586555163, 0.1417989955130019, 0.1451551247438494, 0.1348135026000096, 0.0985053561907118, 0.0554023723043227, 0.0284113519246057, 0.0190599784315215]","[0.0018758224323391914, 0.002696453593671322, 0.0037242192775011063, 0.0053713032975792885, 0.009843869134783745, 0.01724417507648468, 0.034538328647613525, 0.06425312906503677, 0.09515994787216187, 0.12338759005069733, 0.15510854125022888, 0.16824115812778473, 0.1459226757287979, 0.09235183149576187, 0.05232571065425873, 0.027955256402492523]"
"[0.0097646061953141, 0.0130823448968302, 0.017924116814309, 0.0229779205208559, 0.0413039857333503, 0.0685862115826852, 0.095736198476367, 0.115419161757113, 0.129089007932161, 0.1325230192895721, 0.1266154788978635, 0.1037776568608739, 0.0645387805653268, 0.0295284925929707, 0.0147560118376515, 0.0143770060467549]","[0.0036540315486490726, 0.0062536573968827724, 0.010249041020870209, 0.01533158402889967, 0.02571236528456211, 0.038816165179014206, 0.05937502160668373, 0.08447039127349854, 0.10575154423713684, 0.12240389734506607, 0.14592286944389343, 0.14463451504707336, 0.11875537037849426, 0.06627975404262543, 0.03393176198005676, 0.018458053469657898]"
"[0.018385812558186, 0.0232873080179558, 0.0278063033217894, 0.0359195556816334, 0.0560106008927608, 0.07669513812146, 0.0951035848149645, 0.1096574250230837, 0.1205642525677395, 0.1237603371509091, 0.1161480970548262, 0.0878209280486337, 0.049833093993431, 0.0223444760588294, 0.0158790769438602, 0.0207840097499366]","[0.011960010044276714, 0.021921852603554726, 0.04064576327800751, 0.04856719821691513, 0.0650450810790062, 0.0620875246822834, 0.07737724483013153, 0.08825500309467316, 0.10420256853103638, 0.09851062297821045, 0.13019798696041107, 0.10753143578767776, 0.07319075614213943, 0.035544224083423615, 0.020326031371951103, 0.014636650681495667]"
"[0.0150519437606603, 0.0184863564226158, 0.0239671744780082, 0.0346205750092428, 0.0532354497471169, 0.0688581156868552, 0.0847372552528124, 0.1025299066831253, 0.1190703176198439, 0.127935752372719, 0.1248122214448346, 0.0978959626839517, 0.0580613985265962, 0.028865675002303, 0.0200719337864489, 0.0217999615228653]","[0.02004898525774479, 0.0359322763979435, 0.06366223096847534, 0.06895595043897629, 0.0821414515376091, 0.07073833793401718, 0.08227626234292984, 0.08676116913557053, 0.09658899903297424, 0.0871867761015892, 0.11234519630670547, 0.08734756708145142, 0.053745996206998825, 0.02597489207983017, 0.01479014940559864, 0.011503815650939941]"
"[0.0046100278373633, 0.0053439106079963, 0.0098800054370161, 0.0186720811628544, 0.0340339984772613, 0.0483920036810025, 0.0682345179863585, 0.0942505925094535, 0.1198792173981108, 0.136728623474178, 0.1436875090279842, 0.1284427844475549, 0.0907866251259078, 0.0512344282608298, 0.0268504917768107, 0.0189731827893171]","[0.01477749552577734, 0.027480078861117363, 0.04143599793314934, 0.04945962503552437, 0.058067336678504944, 0.06527126580476761, 0.07476336508989334, 0.08657658100128174, 0.0972786694765091, 0.10325132310390472, 0.1173415407538414, 0.1097128689289093, 0.08109080791473389, 0.0405888594686985, 0.02031867206096649, 0.012585535645484924]"
"[0.0, 0.0, 0.001074645598806, 0.0038329727409335, 0.0128257057122877, 0.023501027123658, 0.0435360722679401, 0.0737941949968979, 0.1072372573673617, 0.1352677246924409, 0.1587252022516656, 0.1622783097929603, 0.1321577734535779, 0.0816682929486907, 0.0404943244813214, 0.0236064965714578]","[0.005181488581001759, 0.008814988657832146, 0.013298175297677517, 0.01784418150782585, 0.02711734175682068, 0.03702621906995773, 0.05487745255231857, 0.07788345217704773, 0.10230793803930283, 0.11760362237691879, 0.14300891757011414, 0.1455722153186798, 0.12273871153593063, 0.07068581134080887, 0.03599749878048897, 0.020041994750499725]"
"[0.0, 0.0, 0.0, 0.0002860002543137, 0.0031373070551439, 0.0067103011777315, 0.0191833597015789, 0.0487175722151387, 0.0885445289167503, 0.1253122834413737, 0.1582210347028023, 0.1763207457831512, 0.1563285557189214, 0.1085265902048681, 0.0650100999434175, 0.0437016208848082]","[0.0014865597477182746, 0.0020174290984869003, 0.0025371417868882418, 0.003457248443737626, 0.006507799029350281, 0.011769551783800125, 0.027258088812232018, 0.05807124078273773, 0.09499102830886841, 0.12244576960802078, 0.15787750482559204, 0.17236489057540894, 0.15428626537322998, 0.09824717789888382, 0.05575548857450485, 0.030926788225769997]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0056393305291186, 0.0307401297132178, 0.0727766620356683, 0.1174035078420242, 0.1575474046547298, 0.1838431396751712, 0.1690319569626794, 0.1255639957886487, 0.0819518933190252, 0.0555019794797165]","[0.0003362298011779785, 0.0003194086893927306, 0.0002704785147216171, 0.0003036287089344114, 0.0005940106348134577, 0.0012711683521047235, 0.0053992439061403275, 0.025781847536563873, 0.07045575976371765, 0.1148567646741867, 0.16674382984638214, 0.18721391260623932, 0.17556177079677582, 0.12237340211868286, 0.08027131110429764, 0.04824714735150337]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0052085820100294, 0.0270138391775131, 0.0661909024100214, 0.1132865041580927, 0.158475358473761, 0.1871900671397565, 0.1734616145421264, 0.1303509628071555, 0.0843017930350403, 0.0545203762465034]","[0.00023400290228892118, 0.00017827877309173346, 0.00011506701412145048, 0.00010462243517395109, 0.00017214598483406007, 0.0003531899710651487, 0.0017040796810761094, 0.011727744713425636, 0.04728461056947708, 0.10006646811962128, 0.16059626638889313, 0.19101448357105255, 0.18554824590682983, 0.13896463811397552, 0.09780605882406235, 0.06413019448518753]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0088129240790166, 0.0340882347479967, 0.0750592214895027, 0.123599714526615, 0.1701610536943161, 0.1950043528942995, 0.1681056087577768, 0.1133688813774282, 0.0675008929513322, 0.0442991154817156]","[0.0003595247690100223, 0.0002827657444868237, 0.0001879894989542663, 0.00015626206004526466, 0.00022338681446854025, 0.000409077008953318, 0.0017522465204820037, 0.011624095030128956, 0.046145375818014145, 0.09716035425662994, 0.15868663787841797, 0.19145336747169495, 0.18784932792186737, 0.14187675714492798, 0.09890350699424744, 0.06292930990457535]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0109843449023814, 0.0422421674291129, 0.0897460627831244, 0.1390924066843557, 0.1808967450612478, 0.2015849723976747, 0.158167933414777, 0.0901971861113114, 0.048950689587571, 0.0381374916284432]","[0.0002153734239982441, 0.0001634116197237745, 0.00010976273915730417, 9.607288666302338e-05, 0.00015037467528600246, 0.0003064552438445389, 0.0014714018907397985, 0.010623312555253506, 0.04434586688876152, 0.0967395082116127, 0.1582934558391571, 0.1907362937927246, 0.18811307847499847, 0.14458292722702026, 0.1005425751209259, 0.06351016461849213]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0084293871102308, 0.0379835349604653, 0.0862149492921732, 0.1357373079930066, 0.1774246271659001, 0.2020928457467765, 0.1614336286082169, 0.0946179856933565, 0.0538672717078454, 0.0421984617220282]","[0.00012204371159896255, 0.00010414847929496318, 9.276869241148233e-05, 0.00011743479262804613, 0.00026964794960804284, 0.0006982169579714537, 0.0036491318605840206, 0.021628031507134438, 0.06631767749786377, 0.11495059728622437, 0.1669124960899353, 0.18947459757328033, 0.17714793980121613, 0.1275559365749359, 0.08153624087572098, 0.04942304268479347]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0056491954286255, 0.030855252964269, 0.0745492020845775, 0.1201189805584922, 0.1607548372120892, 0.1888491466867461, 0.1678601101729786, 0.1175152177011957, 0.0766764908530752, 0.0571715663379507]","[7.772188109811395e-05, 6.489968654932454e-05, 6.056323763914406e-05, 8.597515989094973e-05, 0.00023278116714209318, 0.0006847847253084183, 0.003969872836023569, 0.023882510140538216, 0.072140172123909, 0.12127506732940674, 0.16922450065612793, 0.19235287606716156, 0.1765008419752121, 0.12030935287475586, 0.07446227222681046, 0.044675830751657486]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0041236387906438, 0.0258370250589121, 0.0658247903242647, 0.1108198038954604, 0.1526959347281011, 0.1818997182687294, 0.1702381553427861, 0.1298772422150397, 0.090640778294262, 0.0680429130818003]","[0.00010185546852881089, 8.147971675498411e-05, 7.001846097409725e-05, 9.069094085134566e-05, 0.0002183708711527288, 0.0005925190052948892, 0.003302166936919093, 0.021072806790471077, 0.06618741899728775, 0.11880531162023544, 0.16993272304534912, 0.19472642242908478, 0.177495539188385, 0.12390533834695816, 0.07708406448364258, 0.04633330553770065]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0028952420837844, 0.0210649169842036, 0.0574127996346814, 0.1039188725677286, 0.1497157503337687, 0.1817566999014664, 0.1723694352141613, 0.1363247790962078, 0.0989918257746074, 0.0755496784093899]","[0.00011340661876602098, 8.00922789494507e-05, 5.847183274454437e-05, 6.38855854049325e-05, 0.00012818584218621254, 0.000312239455524832, 0.0017481079557910562, 0.013179156929254532, 0.05246111378073692, 0.1072223037481308, 0.16508685052394867, 0.1939915418624878, 0.18679648637771606, 0.1349763125181198, 0.0881703794002533, 0.055611491203308105]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001238282170243, 0.0155571607253919, 0.0490272598282898, 0.0970818719830788, 0.1473445404307916, 0.1837582407095267, 0.1777513418980123, 0.1440261580841101, 0.105543054157367, 0.0786720900131885]","[0.0002236308646388352, 0.00016270314517896622, 0.0001071967781172134, 9.172769932774827e-05, 0.00013880975893698633, 0.0002753945591393858, 0.0013115187175571918, 0.009607738815248013, 0.04133553430438042, 0.09372784942388535, 0.15547995269298553, 0.1914692521095276, 0.18945196270942688, 0.14749254286289215, 0.10313523560762405, 0.06598898768424988]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007809376327607, 0.0137994376179725, 0.0463271993498557, 0.092285592884934, 0.1414902407822604, 0.1805468667232283, 0.1803210091845273, 0.1506803178873986, 0.112012157218004, 0.0817562407190581]","[0.0001899750204756856, 0.0001380923786200583, 8.537665416952223e-05, 6.822639261372387e-05, 9.556279837852344e-05, 0.00017745691002346575, 0.000830646138638258, 0.006439631804823875, 0.032313283532857895, 0.08307527750730515, 0.14504586160182953, 0.18562133610248566, 0.19357889890670776, 0.15792901813983917, 0.1157330572605133, 0.07867825031280518]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012733412196776, 0.012657424497097, 0.0431752746123806, 0.0868226959288809, 0.1350398561339643, 0.1764599190393067, 0.1832987262391027, 0.1588534996167092, 0.1188456167602547, 0.0835736459526258]","[0.00017220342124346644, 0.00012017116387141868, 7.179239037213847e-05, 5.660390525008552e-05, 7.609512249473482e-05, 0.00013463191862683743, 0.0006247155251912773, 0.004938825499266386, 0.026916809380054474, 0.07620607316493988, 0.13878902792930603, 0.18500398099422455, 0.1947818249464035, 0.16330599784851074, 0.12295717746019363, 0.0858440026640892]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007885003662734, 0.0071170481829849, 0.0319249854527676, 0.0750328029481879, 0.1275339628104689, 0.1745117779350196, 0.1883973287555267, 0.1692035727916273, 0.1306095118409479, 0.0948805089161952]","[0.00017859358922578394, 0.0001237166579812765, 7.192082557594404e-05, 5.4423726396635175e-05, 6.946596113266423e-05, 0.00011803234519902617, 0.0005236302968114614, 0.004197398200631142, 0.02335718274116516, 0.0703706443309784, 0.1331847608089447, 0.18331851065158844, 0.19661420583724976, 0.16851235926151276, 0.12857133150100708, 0.0907338410615921]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001023076623213, 0.0170372572845998, 0.0575644267311668, 0.1175756938736766, 0.1743171756289117, 0.1948333280487168, 0.1809287833542179, 0.1457948410103324, 0.1109254174451645]","[0.0002407203137408942, 0.00015971405082382262, 8.598475687904283e-05, 5.7374087191419676e-05, 6.237896741367877e-05, 9.10281014512293e-05, 0.0003624943783506751, 0.0030016310047358274, 0.018776684999465942, 0.06397203356027603, 0.1295548528432846, 0.18277068436145782, 0.20268495380878448, 0.172447070479393, 0.13331206142902374, 0.09242042899131775]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0092068411579983, 0.0422749520791225, 0.1041457438377125, 0.1695497591156502, 0.1975044978473889, 0.1895845847203698, 0.1598403496447638, 0.1278932715969937]","[0.00020511467300821096, 0.00011719683243427426, 5.227877772995271e-05, 3.3109165087807924e-05, 3.223226667614654e-05, 4.2991090595023707e-05, 0.00014589945203624666, 0.0012231306172907352, 0.010095823556184769, 0.04784965515136719, 0.11750780045986176, 0.17959177494049072, 0.20581640303134918, 0.18318848311901093, 0.1455676555633545, 0.10853049904108047]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0043012490462738, 0.0305868110258169, 0.0919998881710265, 0.1642176409562826, 0.2006704791796053, 0.1981954119406501, 0.1705032454683537, 0.1395252742119908]","[0.00028639999800361693, 0.0001598447997821495, 6.33916279184632e-05, 3.66048734576907e-05, 2.898452294175513e-05, 3.034216570085846e-05, 7.751247176202014e-05, 0.0005738856270909309, 0.005485011264681816, 0.03444121778011322, 0.10440003126859665, 0.1747884452342987, 0.20925204455852509, 0.19060784578323364, 0.15854331851005554, 0.12122517824172974]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0014074788678749, 0.0219088006155362, 0.0810618381351394, 0.1584026399411428, 0.2023469666099889, 0.204804338617174, 0.1797709972034689, 0.1502969400096746]","[0.0004086210101377219, 0.00022150977747514844, 8.364822861040011e-05, 4.4472082663560286e-05, 2.9848544727428816e-05, 2.596491322037764e-05, 5.0482023652875796e-05, 0.0003203856176696718, 0.0031880727037787437, 0.024696432054042816, 0.09110240638256073, 0.16769708693027496, 0.20807597041130066, 0.19826243817806244, 0.16986553370952606, 0.13592715561389923]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0174084595943539, 0.0741227852977821, 0.1536931477597702, 0.2024638637330431, 0.2085280253105425, 0.185590364561056, 0.158193353743452]","[0.0005560509744100273, 0.00029320543399080634, 0.0001059231290128082, 5.560912541113794e-05, 3.309248495497741e-05, 2.425336242595222e-05, 3.6367386201163754e-05, 0.00019334098033141345, 0.001989767886698246, 0.018190545961260796, 0.07859000563621521, 0.1591959446668625, 0.20787426829338074, 0.20251069962978363, 0.18125160038471222, 0.14909926056861877]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0187184160549071, 0.0746468411741782, 0.1513151105128968, 0.1982695521850279, 0.2063960288482458, 0.1871559518283439, 0.1634980993963999]","[0.0007508089765906334, 0.0003866715414915234, 0.0001347108045592904, 7.018185715423897e-05, 3.8461181247839704e-05, 2.4760704036452807e-05, 2.909382965299301e-05, 0.00012978730956092477, 0.0013206861913204193, 0.013825250789523125, 0.06895000487565994, 0.15051141381263733, 0.20553801953792572, 0.20562644302845, 0.19025319814682007, 0.16241054236888885]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0195475873924444, 0.0765421480847723, 0.1518980093963171, 0.1963248547132499, 0.204916415367435, 0.1873555144319738, 0.1634154706138072]","[0.0008277358138002455, 0.00043310402543284, 0.00015192627324722707, 7.702648872509599e-05, 4.0397211705567315e-05, 2.4837378077791072e-05, 2.7663687433232553e-05, 0.00012119644088670611, 0.0012393181677907705, 0.013195575214922428, 0.06729618459939957, 0.14935488998889923, 0.20587341487407684, 0.2061511129140854, 0.19266417622566223, 0.16252149641513824]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0161383273870507, 0.0727762196754312, 0.1517618668545827, 0.199177144425854, 0.2072004287692016, 0.1893494294475436, 0.163596583440336]","[0.0008296234300360084, 0.0004278378328308463, 0.00014831239241175354, 7.689056656090543e-05, 4.154439375270158e-05, 2.5448673113714904e-05, 2.773620144580491e-05, 0.00011418940994190052, 0.0011526389280334115, 0.012470530346035957, 0.06524060666561127, 0.1471583992242813, 0.20455320179462433, 0.20613570511341095, 0.19570530951023102, 0.16589206457138062]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0128614214408235, 0.0685272907724968, 0.1508759977909803, 0.2019017338831766, 0.2095227257408564, 0.1913550591836578, 0.1649557711880082]","[0.0008395712939091027, 0.0004374222771730274, 0.00015472430095542222, 7.751661178190261e-05, 4.079594509676099e-05, 2.4618815587018616e-05, 2.7796337235486135e-05, 0.00011791365250246599, 0.0011886878637596965, 0.01282576285302639, 0.06565108895301819, 0.14838534593582153, 0.20571404695510864, 0.20766903460025787, 0.1933472454547882, 0.16349847614765167]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0126926507301067, 0.0685220745973977, 0.1509591036296587, 0.2024064348797433, 0.211061405755458, 0.1919784478051759, 0.1623798826024594]","[0.0018050711369141936, 0.0010928870178759098, 0.0004870741395279765, 0.00019732664804905653, 0.00012950751988682896, 7.051294960547239e-05, 4.765823905472644e-05, 0.00012038019485771656, 0.0006701007368974388, 0.008656812831759453, 0.06088607385754585, 0.11637323349714279, 0.17593488097190857, 0.21580509841442108, 0.20304618775844574, 0.21467724442481995]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0130316803772201, 0.0692851546137875, 0.1516452887984179, 0.2029344677166651, 0.2123637575676158, 0.1919349355254694, 0.1588047154008238]","[0.001069717458449304, 0.0005640870658680797, 0.00019734844681806862, 9.742743714014068e-05, 4.7765792260179296e-05, 2.5560117137501948e-05, 2.448046870995313e-05, 9.179524204228073e-05, 0.0009162246715277433, 0.01049317978322506, 0.06006631627678871, 0.14158523082733154, 0.2034486085176468, 0.20945493876934052, 0.199066162109375, 0.17285111546516418]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0126238396745405, 0.0677241090552963, 0.149792337100628, 0.2020149983878949, 0.2124789875557075, 0.1933414357156568, 0.1620242925102757]","[0.002084430307149887, 0.0012651175493374467, 0.0005617614951916039, 0.00022159090440254658, 0.000137071474455297, 7.032342546153814e-05, 4.4595373765332624e-05, 0.00011042767437174916, 0.0006117644370533526, 0.007861007936298847, 0.05812574177980423, 0.11393626779317856, 0.17327363789081573, 0.21708422899246216, 0.20559777319431305, 0.21901428699493408]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0136923939319478, 0.0679592061071546, 0.1481861012480865, 0.199459702356829, 0.2103436295715677, 0.1934963846846597, 0.1668625820997543]","[0.002128246705979109, 0.0012897695414721966, 0.000572073389776051, 0.0002277164749102667, 0.0001400713372277096, 7.132473547244444e-05, 4.461592106963508e-05, 0.00010831401596078649, 0.0006053956458345056, 0.007729324046522379, 0.05738528445363045, 0.11295921355485916, 0.17236089706420898, 0.21727080643177032, 0.20751798152923584, 0.2195889800786972]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014980858816986, 0.0691575132485778, 0.1478169079732127, 0.1983068830442516, 0.2097397942274429, 0.1929697801904035, 0.1670282624991253]","[0.0021146279759705067, 0.0012689128052443266, 0.0005589569918811321, 0.00022303791774902493, 0.0001369039819110185, 7.026503590168431e-05, 4.3782689317595214e-05, 0.00010747049236670136, 0.0006049941875971854, 0.0076601249165833, 0.05707850307226181, 0.11267786473035812, 0.17278775572776794, 0.21707843244075775, 0.2080148458480835, 0.21957361698150635]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0136674934847554, 0.0662006673268993, 0.1459679995720046, 0.2000892873900511, 0.213935465778932, 0.1951317587146872, 0.1650073277326702]","[0.0022620675154030323, 0.001359726651571691, 0.0006013925303705037, 0.0002361998922424391, 0.0001402814668836072, 7.047703547868878e-05, 4.249532867106609e-05, 0.00010330289660487324, 0.0005803768872283399, 0.007364828605204821, 0.05627233907580376, 0.1129288300871849, 0.17250822484493256, 0.2182307094335556, 0.20846261084079742, 0.21883612871170044]"
"[0.0003317485638693, 0.000125248574676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0115163508345704, 0.0615718480323897, 0.1430988648501859, 0.2013541020985435, 0.2174225324871436, 0.1981139953264273, 0.1664653092321939]","[0.0023292896803468466, 0.0014054615749046206, 0.0006153219728730619, 0.00024286202096845955, 0.00014173610543366522, 7.038193143671378e-05, 4.175467256573029e-05, 9.99648982542567e-05, 0.0005634107510559261, 0.0071015069261193275, 0.05502307042479515, 0.1107034981250763, 0.17199762165546417, 0.21892783045768738, 0.20896415412425995, 0.22177216410636902]"
